[132, ':DM_hits Gene/Pro: ENSDARG00000a69463_48 Length:703 ---#hits =134 R: 3 NR: 12 ENSDARP00000091900']
[10, ':DM_hits Gene/Pro: ENSDARG00000074118_10 Length:741 ---#hits =12 R: 7 NR: 11 ENSDARP00000061169']
[10, ':DM_hits Gene/Pro: ENSDARG00000074118_0 Length:751 ---#hits =10 R: 7 NR: 11 ENSDARP00000061169']
[10, ':DM_hits Gene/Pro: ENSDARG00000022232_2 Length:833 ---#hits =10 R: 10 NR: 11 ENSDARP00000038241']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_90 Length:540 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_9 Length:538 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_87 Length:542 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_77 Length:541 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_75 Length:541 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_69 Length:534 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_3 Length:547 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_237 Length:543 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_230 Length:541 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_210 Length:530 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_198 Length:540 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_197 Length:541 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_189 Length:537 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_182 Length:541 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_165 Length:547 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_153 Length:548 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_132 Length:541 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_129 Length:538 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_125 Length:552 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_123 Length:553 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_120 Length:547 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_12 Length:541 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_117 Length:544 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_105 Length:545 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017741_0 Length:548 ---#hits =11 R: 12 NR: 12 ENSDARP00000121211']
[10, ':DM_hits Gene/Pro: ENSDARG00000017155_0 Length:462 ---#hits =10 R: 10 NR: 11 ENSDARP00000005680']
[10, ':DM_hits Gene/Pro: ENSDARG00000003941_0 Length:385 ---#hits =14 R: 5 NR: 11 ENSDARP00000111034']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_697 Length:1563 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_696 Length:1548 ---#hits =11 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_68 Length:1532 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_678 Length:1508 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_673 Length:1553 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_602 Length:1580 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_528 Length:1552 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_497 Length:1547 ---#hits =12 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_488 Length:1574 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_460 Length:1518 ---#hits =11 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_420 Length:1541 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_400 Length:1564 ---#hits =22 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_289 Length:1566 ---#hits =12 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000b39665_144 Length:1565 ---#hits =11 R: 10 NR: 12 ENSDARP00000057980']
[9, ':DM_hits Gene/Pro: ENSDARG00000074378_0 Length:393 ---#hits =9 R: 7 NR: 10 ENSDARP00000109347']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_95 Length:769 ---#hits =10 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_91 Length:772 ---#hits =10 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_76 Length:760 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_6 Length:728 ---#hits =10 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_5 Length:743 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_29 Length:758 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_23 Length:710 ---#hits =10 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_19 Length:701 ---#hits =10 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_18 Length:739 ---#hits =10 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_17 Length:736 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000074118_13 Length:738 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[9, ':DM_hits Gene/Pro: ENSDARG00000061948_1 Length:942 ---#hits =13 R: 10 NR: 12 ENSDARP00000114222']
[9, ':DM_hits Gene/Pro: ENSDARG00000061948_0 Length:955 ---#hits =16 R: 10 NR: 12 ENSDARP00000114222']
[9, ':DM_hits Gene/Pro: ENSDARG00000058471_0 Length:624 ---#hits =11 R: 12 NR: 12 ENSDARP00000075786']
[9, ':DM_hits Gene/Pro: ENSDARG00000040380_0 Length:1224 ---#hits =27 R: 6 NR: 12 ENSDARP00000059101']
[9, ':DM_hits Gene/Pro: ENSDARG00000022232_3 Length:835 ---#hits =9 R: 10 NR: 11 ENSDARP00000038241']
[9, ':DM_hits Gene/Pro: ENSDARG00000022232_1 Length:832 ---#hits =9 R: 10 NR: 11 ENSDARP00000038241']
[9, ':DM_hits Gene/Pro: ENSDARG00000022232_0 Length:829 ---#hits =9 R: 10 NR: 11 ENSDARP00000038241']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_99 Length:535 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_98 Length:531 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_96 Length:532 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_93 Length:542 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_92 Length:532 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_89 Length:541 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_84 Length:536 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_81 Length:531 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_68 Length:534 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_66 Length:534 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_63 Length:550 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_62 Length:542 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_53 Length:530 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_45 Length:546 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_42 Length:538 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_33 Length:536 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_30 Length:539 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_27 Length:541 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_24 Length:537 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_228 Length:542 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_227 Length:537 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_225 Length:536 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_224 Length:546 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_219 Length:535 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_216 Length:532 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_215 Length:542 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_212 Length:531 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_209 Length:542 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_207 Length:541 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_204 Length:537 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_200 Length:540 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_194 Length:546 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_186 Length:534 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_18 Length:547 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_168 Length:549 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_162 Length:538 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_159 Length:535 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_155 Length:543 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_150 Length:544 ---#hits =10 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_15 Length:550 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_147 Length:541 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_144 Length:538 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_138 Length:553 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_135 Length:550 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_119 Length:547 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_113 Length:530 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_108 Length:548 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_107 Length:545 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000017741_104 Length:544 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[9, ':DM_hits Gene/Pro: ENSDARG00000012824_0 Length:1219 ---#hits =10 R: 8 NR: 12 ENSDARP00000096662']
[9, ':DM_hits Gene/Pro: ENSDARG00000001999_1 Length:1286 ---#hits =9 R: 11 NR: 11 ENSDARP00000023956']
[9, ':DM_hits Gene/Pro: ENSDARG00000001999_0 Length:1287 ---#hits =9 R: 11 NR: 11 ENSDARP00000023956']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_94 Length:1523 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_760 Length:1568 ---#hits =12 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_713 Length:1567 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_708 Length:1509 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_705 Length:1571 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_682 Length:1569 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_680 Length:1556 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_674 Length:1564 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_61 Length:1562 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_609 Length:1606 ---#hits =22 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_608 Length:1569 ---#hits =11 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_593 Length:1563 ---#hits =13 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_592 Length:1564 ---#hits =25 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_548 Length:1500 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_536 Length:1552 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_484 Length:1528 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_452 Length:1514 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_445 Length:1549 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_362 Length:1562 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_340 Length:1522 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_328 Length:1568 ---#hits =11 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_312 Length:1558 ---#hits =11 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_308 Length:1512 ---#hits =12 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_292 Length:1494 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_268 Length:1528 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_242 Length:1599 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_238 Length:1565 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_222 Length:1542 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_208 Length:1587 ---#hits =23 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_164 Length:1488 ---#hits =15 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_160 Length:1544 ---#hits =11 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_148 Length:1524 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000b39665_113 Length:1542 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000a39665_16 Length:1545 ---#hits =11 R: 10 NR: 12 ENSDARP00000057980']
[8, ':DM_hits Gene/Pro: ENSDARG00000086712_1 Length:581 ---#hits =9 R: 8 NR: 2 ENSDARP00000112225']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_92 Length:761 ---#hits =8 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_83 Length:761 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_80 Length:760 ---#hits =8 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_8 Length:761 ---#hits =8 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_79 Length:764 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_70 Length:758 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_69 Length:760 ---#hits =8 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_68 Length:758 ---#hits =8 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_67 Length:763 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_66 Length:761 ---#hits =10 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_31 Length:737 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_27 Length:743 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_26 Length:750 ---#hits =9 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_24 Length:749 ---#hits =8 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_20 Length:744 ---#hits =8 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000074118_16 Length:748 ---#hits =8 R: 7 NR: 11 ENSDARP00000061169']
[8, ':DM_hits Gene/Pro: ENSDARG00000054878_0 Length:304 ---#hits =9 R: 3 NR: 12 ENSDARP00000071623']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_95 Length:548 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_86 Length:539 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_83 Length:532 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_80 Length:548 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_8 Length:534 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_78 Length:546 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_74 Length:547 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_71 Length:536 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_6 Length:533 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_57 Length:539 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_50 Length:541 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_5 Length:542 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_48 Length:542 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_36 Length:533 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_32 Length:540 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_239 Length:546 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_233 Length:533 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_231 Length:533 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_221 Length:535 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_218 Length:535 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_206 Length:540 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_203 Length:533 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_201 Length:533 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_2 Length:548 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_191 Length:534 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_188 Length:534 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_185 Length:540 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_177 Length:538 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_176 Length:536 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_174 Length:535 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_173 Length:535 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_170 Length:542 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_167 Length:548 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_156 Length:533 ---#hits =9 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_152 Length:544 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_146 Length:539 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_140 Length:554 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_137 Length:550 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
[8, ':DM_hits Gene/Pro: ENSDARG00000017741_134 Length:541 ---#hits =8 R: 12 NR: 12 ENSDARP00000121211']
