:ENSDARG00000000906_0.txt  ---total Length:383 ---#hits =2 R: 12 NR: 12 ENSDARP00000052659
ENSDARP00000003540 1070  1063-1245
ENSDARP00000003540 1072  1063-1245
ENSDARP00000003540 1079  1063-1245
ENSDARP00000003540 1121  1063-1245
ENSDARP00000003540 1124  1063-1245
ENSDARP00000003540 1155  1063-1245
ENSDARP00000003540 1163  1063-1245
ENSDARP00000003540 1164  1063-1245
ENSDARP00000003540 1218  1063-1245
ENSDARP00000003540 1225  1063-1245
ENSDARP00000003540 1229  1063-1245
ENSDARP00000003540 1238  1063-1245
ENSDARP00000003540 1287  1274-1347
ENSDARP00000003540 1290  1274-1347
ENSDARP00000003540 1291  1274-1347
ENSDARP00000003540 1294  1274-1347
ENSDARP00000003540 1297  1274-1347
ENSDARP00000003540 1298  1274-1347
ENSDARP00000003540 1300  1274-1347
ENSDARP00000003540 1319  1274-1347
ENSDARP00000003540 1322  1274-1347
ENSDARP00000003540 1324  1274-1347
ENSDARP00000003540 1328  1274-1347
:ENSDARG00000005645_57.txt  ---total Length:1526 ---#hits =83 R: 10 NR: 11 ENSDARP00000003540
ENSDARP00000003540 69  28-73
ENSDARP00000003540 71  28-73
ENSDARP00000003540 77  44-118
ENSDARP00000003540 86  44-118
ENSDARP00000003540 100  44-118
ENSDARP00000003540 102  44-118
ENSDARP00000003540 105  44-118
ENSDARP00000003540 107  105-111
ENSDARP00000003540 113  44-118
ENSDARP00000003540 116  44-118
ENSDARP00000003540 122  38-130
ENSDARP00000003540 126  38-130
ENSDARP00000003540 174  156-218
ENSDARP00000003540 197  156-218
ENSDARP00000003540 209  156-218
ENSDARP00000003540 210  156-218
ENSDARP00000003540 211  156-218
ENSDARP00000003540 310  219-313
ENSDARP00000003540 313  226-320
ENSDARP00000003540 402  314-409
ENSDARP00000003540 434  417-512
ENSDARP00000003540 449  417-512
ENSDARP00000003540 476  417-512
ENSDARP00000003540 478  417-512
ENSDARP00000003540 506  417-512
ENSDARP00000003540 525  518-620
ENSDARP00000003540 547  518-620
ENSDARP00000003540 551  518-620
ENSDARP00000003540 581  518-620
ENSDARP00000003540 613  518-620
ENSDARP00000003540 675  643-730
ENSDARP00000003540 676  643-730
ENSDARP00000003540 714  643-730
ENSDARP00000003540 718  643-730
ENSDARP00000003540 720  643-730
ENSDARP00000003540 721  643-730
ENSDARP00000003540 722  643-730
ENSDARP00000003540 739  731-832
ENSDARP00000003540 787  731-832
ENSDARP00000003540 924  4-994
ENSDARP00000003540 929  4-994
ENSDARP00000003540 932  4-994
ENSDARP00000003540 941  4-994
ENSDARP00000003540 983  4-994
ENSDARP00000003540 985  4-994
ENSDARP00000003540 1065  1063-1245
ENSDARP00000003540 1067  1063-1245
ENSDARP00000003540 1074  1063-1245
ENSDARP00000003540 1116  1063-1245
ENSDARP00000003540 1150  1063-1245
ENSDARP00000003540 1158  1063-1245
ENSDARP00000003540 1159  1063-1245
ENSDARP00000003540 1213  1063-1245
ENSDARP00000003540 1220  1063-1245
ENSDARP00000003540 1224  1063-1245
ENSDARP00000003540 1233  1063-1245
ENSDARP00000003540 1282  1274-1347
ENSDARP00000003540 1285  1274-1347
ENSDARP00000003540 1286  1274-1347
ENSDARP00000003540 1289  1274-1347
ENSDARP00000003540 1292  1274-1347
ENSDARP00000003540 1293  1274-1347
ENSDARP00000003540 1295  1274-1347
:ENSDARG00000005645_60.txt  ---total Length:1536 ---#hits =95 R: 10 NR: 11 ENSDARP00000003540
ENSDARP00000003540 73  44-118
ENSDARP00000003540 75  44-118
ENSDARP00000003540 78  44-118
ENSDARP00000003540 81  44-118
ENSDARP00000003540 88  44-118
ENSDARP00000003540 90  44-118
ENSDARP00000003540 104  44-118
ENSDARP00000003540 106  105-111
ENSDARP00000003540 109  105-111
ENSDARP00000003540 111  44-118
ENSDARP00000003540 117  44-118
ENSDARP00000003540 120  38-130
ENSDARP00000003540 126  38-130
ENSDARP00000003540 130  4-994
ENSDARP00000003540 178  156-218
ENSDARP00000003540 183  156-218
ENSDARP00000003540 201  156-218
ENSDARP00000003540 213  156-218
ENSDARP00000003540 214  156-218
ENSDARP00000003540 215  156-218
ENSDARP00000003540 216  156-218
ENSDARP00000003540 314  226-320
ENSDARP00000003540 317  314-409
ENSDARP00000003540 406  314-409
ENSDARP00000003540 417  4-994
ENSDARP00000003540 421  417-512
ENSDARP00000003540 438  417-512
ENSDARP00000003540 453  417-512
ENSDARP00000003540 466  417-512
ENSDARP00000003540 480  417-512
ENSDARP00000003540 482  417-512
ENSDARP00000003540 510  417-512
ENSDARP00000003540 529  518-620
ENSDARP00000003540 551  518-620
ENSDARP00000003540 555  518-620
ENSDARP00000003540 585  518-620
ENSDARP00000003540 617  518-620
ENSDARP00000003540 647  643-730
ENSDARP00000003540 679  643-730
ENSDARP00000003540 680  643-730
ENSDARP00000003540 718  643-730
ENSDARP00000003540 722  643-730
ENSDARP00000003540 724  643-730
ENSDARP00000003540 725  643-730
ENSDARP00000003540 726  643-730
ENSDARP00000003540 743  731-832
ENSDARP00000003540 791  731-832
ENSDARP00000003540 805  731-832
ENSDARP00000003540 914  4-994
ENSDARP00000003540 929  4-994
ENSDARP00000003540 934  4-994
ENSDARP00000003540 937  4-994
ENSDARP00000003540 946  4-994
ENSDARP00000003540 988  4-994
ENSDARP00000003540 1070  1063-1245
ENSDARP00000003540 1072  1063-1245
ENSDARP00000003540 1079  1063-1245
ENSDARP00000003540 1121  1063-1245
ENSDARP00000003540 1124  1063-1245
ENSDARP00000003540 1155  1063-1245
ENSDARP00000003540 1163  1063-1245
ENSDARP00000003540 1164  1063-1245
ENSDARP00000003540 1218  1063-1245
ENSDARP00000003540 1225  1063-1245
ENSDARP00000003540 1229  1063-1245
ENSDARP00000003540 1238  1063-1245
ENSDARP00000003540 1287  1274-1347
ENSDARP00000003540 1290  1274-1347
ENSDARP00000003540 1291  1274-1347
ENSDARP00000003540 1294  1274-1347
ENSDARP00000003540 1297  1274-1347
ENSDARP00000003540 1298  1274-1347
ENSDARP00000003540 1300  1274-1347
ENSDARP00000003540 1319  1274-1347
ENSDARP00000003540 1322  1274-1347
ENSDARP00000003540 1324  1274-1347
ENSDARP00000003540 1328  1274-1347
:ENSDARG00000005645_61.txt  ---total Length:1527 ---#hits =82 R: 10 NR: 11 ENSDARP00000003540
ENSDARP00000003540 70  28-73
ENSDARP00000003540 72  28-73
ENSDARP00000003540 78  44-118
ENSDARP00000003540 87  44-118
ENSDARP00000003540 101  44-118
ENSDARP00000003540 103  44-118
ENSDARP00000003540 106  105-111
ENSDARP00000003540 108  105-111
ENSDARP00000003540 114  44-118
ENSDARP00000003540 117  44-118
ENSDARP00000003540 123  38-130
ENSDARP00000003540 127  38-130
ENSDARP00000003540 175  156-218
ENSDARP00000003540 198  156-218
ENSDARP00000003540 210  156-218
ENSDARP00000003540 211  156-218
ENSDARP00000003540 212  156-218
ENSDARP00000003540 311  219-313
ENSDARP00000003540 314  226-320
ENSDARP00000003540 403  314-409
ENSDARP00000003540 435  417-512
ENSDARP00000003540 450  417-512
ENSDARP00000003540 477  417-512
ENSDARP00000003540 479  417-512
ENSDARP00000003540 507  417-512
ENSDARP00000003540 526  518-620
ENSDARP00000003540 548  518-620
ENSDARP00000003540 552  518-620
ENSDARP00000003540 582  518-620
ENSDARP00000003540 614  518-620
ENSDARP00000003540 676  643-730
ENSDARP00000003540 677  643-730
ENSDARP00000003540 715  643-730
ENSDARP00000003540 719  643-730
ENSDARP00000003540 721  643-730
ENSDARP00000003540 722  643-730
ENSDARP00000003540 723  643-730
ENSDARP00000003540 740  731-832
ENSDARP00000003540 788  731-832
ENSDARP00000003540 925  4-994
ENSDARP00000003540 930  4-994
ENSDARP00000003540 933  4-994
ENSDARP00000003540 942  4-994
ENSDARP00000003540 986  4-994
ENSDARP00000003540 1066  1063-1245
ENSDARP00000003540 1068  1063-1245
ENSDARP00000003540 1075  1063-1245
ENSDARP00000003540 1117  1063-1245
ENSDARP00000003540 1151  1063-1245
ENSDARP00000003540 1159  1063-1245
ENSDARP00000003540 1160  1063-1245
ENSDARP00000003540 1214  1063-1245
ENSDARP00000003540 1221  1063-1245
ENSDARP00000003540 1225  1063-1245
ENSDARP00000003540 1234  1063-1245
ENSDARP00000003540 1283  1274-1347
ENSDARP00000003540 1286  1274-1347
ENSDARP00000003540 1287  1274-1347
ENSDARP00000003540 1290  1274-1347
ENSDARP00000003540 1293  1274-1347
ENSDARP00000003540 1294  1274-1347
ENSDARP00000003540 1296  1274-1347
:ENSDARG00000006219_0.txt  ---total Length:624 ---#hits =2 R: 12 NR: 12 ENSDARP00000109517
ENSDARP00000109517 201  134-317
ENSDARP00000109517 372  347-407
:ENSDARG00000006242_1.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_1.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_11.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_11.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_13.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_13.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_15.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_15.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_17.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_17.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_19.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_19.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_21.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_21.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_23.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_23.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_25.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_25.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_27.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_27.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_29.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_29.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_3.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_3.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_31.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_31.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_5.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_5.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_7.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_7.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_9.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006242_9.txt  ---total Length:200 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein
:ENSDARG00000006514_0.txt  ---total Length:329 ---#hits =3 R: 5 NR: 12 ENSDARP00000018393
ENSDARP00000018393 261  19-270
:ENSDARG00000007923_0.txt  ---total Length:556 ---#hits =2 R: 12 NR: 12 ENSDARP00000062692
ENSDARP00000062692 339  1-433
ENSDARP00000062692 395  1-433
:ENSDARG00000007923_1.txt  ---total Length:556 ---#hits =2 R: 12 NR: 12 ENSDARP00000062692
ENSDARP00000062692 339  1-433
ENSDARP00000062692 395  1-433
:ENSDARG00000007923_2.txt  ---total Length:569 ---#hits =1 R: 12 NR: 12 ENSDARP00000062692
ENSDARP00000062692 339  1-433
:ENSDARG00000007923_3.txt  ---total Length:569 ---#hits =1 R: 12 NR: 12 ENSDARP00000062692
ENSDARP00000062692 339  1-433
:ENSDARG00000008383_0.txt  ---total Length:432 ---#hits =3 R: 12 NR: 11 ENSDARP00000005640
ENSDARP00000005640 58  9-361
ENSDARP00000005640 245  9-361
ENSDARP00000005640 334  9-361
:ENSDARG00000008383_1.txt  ---total Length:408 ---#hits =2 R: 12 NR: 11 ENSDARP00000005640
ENSDARP00000005640 58  9-361
ENSDARP00000005640 245  9-361
:ENSDARG00000008383_2.txt  ---total Length:432 ---#hits =3 R: 12 NR: 11 ENSDARP00000005640
ENSDARP00000005640 58  9-361
ENSDARP00000005640 245  9-361
ENSDARP00000005640 334  9-361
:ENSDARG00000008383_3.txt  ---total Length:408 ---#hits =2 R: 12 NR: 11 ENSDARP00000005640
ENSDARP00000005640 58  9-361
ENSDARP00000005640 245  9-361
:ENSDARG00000008592_0.txt  ---total Length:848 ---#hits =15 R: 10 NR: 8 ENSDARP00000007263
ENSDARP00000007263 43  22-97
ENSDARP00000007263 68  22-97
ENSDARP00000007263 79  22-97
ENSDARP00000007263 88  22-97
ENSDARP00000007263 103  2-115
ENSDARP00000007263 104  2-115
ENSDARP00000007263 105  2-115
ENSDARP00000007263 169  109-447
ENSDARP00000007263 187  109-447
ENSDARP00000007263 202  109-447
ENSDARP00000007263 245  109-447
ENSDARP00000007263 318  314-356
ENSDARP00000007263 322  314-356
ENSDARP00000007263 337  314-356
ENSDARP00000007263 339  314-356
:ENSDARG00000008592_1.txt  ---total Length:792 ---#hits =15 R: 10 NR: 8 ENSDARP00000007263
ENSDARP00000007263 45  22-97
ENSDARP00000007263 70  22-97
ENSDARP00000007263 81  22-97
ENSDARP00000007263 90  22-97
ENSDARP00000007263 105  2-115
ENSDARP00000007263 106  2-115
ENSDARP00000007263 107  2-115
ENSDARP00000007263 171  109-447
ENSDARP00000007263 189  109-447
ENSDARP00000007263 204  109-447
ENSDARP00000007263 247  109-447
ENSDARP00000007263 320  314-356
ENSDARP00000007263 324  314-356
ENSDARP00000007263 339  314-356
ENSDARP00000007263 341  314-356
:ENSDARG00000009018_0.txt  ---total Length:562 ---#hits =1 R: 11 NR: 11 ENSDARP00000058869
ENSDARP00000058869 248  54-416
:ENSDARG00000009018_1.txt  ---total Length:561 ---#hits =1 R: 11 NR: 11 ENSDARP00000058869
ENSDARP00000058869 247  54-416
:ENSDARG00000010246_0.txt  ---total Length:379 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 181  172-347
ENSDARP00000010384 341  172-347
:ENSDARG00000010246_1.txt  ---total Length:379 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 181  172-347
ENSDARP00000010384 341  172-347
:ENSDARG00000010246_10.txt  ---total Length:389 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 191  172-347
:ENSDARG00000010246_11.txt  ---total Length:389 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 191  172-347
:ENSDARG00000010246_12.txt  ---total Length:375 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 181  172-347
ENSDARP00000010384 341  172-347
:ENSDARG00000010246_13.txt  ---total Length:375 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 181  172-347
ENSDARP00000010384 341  172-347
:ENSDARG00000010246_14.txt  ---total Length:385 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 191  172-347
:ENSDARG00000010246_15.txt  ---total Length:385 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 191  172-347
:ENSDARG00000010246_16.txt  ---total Length:380 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 285  172-347
ENSDARP00000010384 342  172-347
:ENSDARG00000010246_17.txt  ---total Length:380 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 285  172-347
ENSDARP00000010384 342  172-347
:ENSDARG00000010246_18.txt  ---total Length:390 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 295  172-347
:ENSDARG00000010246_19.txt  ---total Length:408 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 140  18-170
ENSDARP00000010384 313  172-347
:ENSDARG00000010246_2.txt  ---total Length:389 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 191  172-347
:ENSDARG00000010246_20.txt  ---total Length:376 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 285  172-347
ENSDARP00000010384 342  172-347
:ENSDARG00000010246_21.txt  ---total Length:376 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 285  172-347
ENSDARP00000010384 342  172-347
:ENSDARG00000010246_22.txt  ---total Length:386 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 295  172-347
:ENSDARG00000010246_23.txt  ---total Length:386 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 295  172-347
:ENSDARG00000010246_24.txt  ---total Length:380 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 285  172-347
ENSDARP00000010384 342  172-347
:ENSDARG00000010246_25.txt  ---total Length:380 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 285  172-347
ENSDARP00000010384 342  172-347
:ENSDARG00000010246_26.txt  ---total Length:390 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 295  172-347
:ENSDARG00000010246_27.txt  ---total Length:408 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 140  18-170
ENSDARP00000010384 313  172-347
:ENSDARG00000010246_28.txt  ---total Length:376 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 285  172-347
ENSDARP00000010384 342  172-347
:ENSDARG00000010246_29.txt  ---total Length:376 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 285  172-347
ENSDARP00000010384 342  172-347
:ENSDARG00000010246_3.txt  ---total Length:389 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 191  172-347
:ENSDARG00000010246_30.txt  ---total Length:386 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 295  172-347
:ENSDARG00000010246_31.txt  ---total Length:386 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 295  172-347
:ENSDARG00000010246_4.txt  ---total Length:375 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 181  172-347
ENSDARP00000010384 341  172-347
:ENSDARG00000010246_5.txt  ---total Length:375 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 181  172-347
ENSDARP00000010384 341  172-347
:ENSDARG00000010246_6.txt  ---total Length:385 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 191  172-347
:ENSDARG00000010246_7.txt  ---total Length:385 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 122  18-170
ENSDARP00000010384 191  172-347
:ENSDARG00000010246_8.txt  ---total Length:379 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 181  172-347
ENSDARP00000010384 341  172-347
:ENSDARG00000010246_9.txt  ---total Length:379 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384
ENSDARP00000010384 112  18-170
ENSDARP00000010384 181  172-347
ENSDARP00000010384 341  172-347
:ENSDARG00000010250_0.txt  ---total Length:311 ---#hits =1 R: 10 NR: 12 ENSDARP00000021150
ENSDARP00000021150 261  5-271
:ENSDARG00000010250_1.txt  ---total Length:311 ---#hits =1 R: 10 NR: 12 ENSDARP00000021150
ENSDARP00000021150 261  5-271
:ENSDARG00000010250_2.txt  ---total Length:325 ---#hits =1 R: 10 NR: 12 ENSDARP00000021150
:ENSDARG00000010250_3.txt  ---total Length:325 ---#hits =1 R: 10 NR: 12 ENSDARP00000021150
:ENSDARG00000010408_0.txt  ---total Length:2225 ---#hits =9 R: 10 NR: 11 ENSDARP00000018103
ENSDARP00000018103 676  618-711
ENSDARP00000018103 693  618-711
ENSDARP00000018103 708  618-711
ENSDARP00000018103 754  90-782
ENSDARP00000018103 761  90-782
ENSDARP00000018103 1199  1017-1204
ENSDARP00000018103 1201  1017-1204
:ENSDARG00000010408_1.txt  ---total Length:2225 ---#hits =9 R: 10 NR: 11 ENSDARP00000018103
ENSDARP00000018103 676  618-711
ENSDARP00000018103 693  618-711
ENSDARP00000018103 708  618-711
ENSDARP00000018103 754  90-782
ENSDARP00000018103 761  90-782
ENSDARP00000018103 1199  1017-1204
ENSDARP00000018103 1201  1017-1204
:ENSDARG00000010625_0.txt  ---total Length:258 ---#hits =7 R: 10 NR: 11 ENSDARP00000014010
ENSDARP00000014010 35  8-99
ENSDARP00000014010 48  8-99
ENSDARP00000014010 83  8-99
ENSDARP00000014010 182  105-238
ENSDARP00000014010 195  105-238
ENSDARP00000014010 220  105-238
:ENSDARG00000010791_0.txt  ---total Length:982 ---#hits =6 R: 11 NR: 12 ENSDARP00000013374
