:ENSDARG00000000906_0.txt  ---total Length:383 ---#hits =2 R: 12 NR: 12 ENSDARP00000052659
:ENSDARG00000004754_1.txt  ---total Length:884 ---#hits =5 R: 11 NR: 12 ENSDARP00000123727
ENSDARP00000123727 375  3-550
ENSDARP00000123727 452  390-540
:ENSDARG00000005463_0.txt  ---total Length:529 ---#hits =299 R: 5 NR: 0 ENSDARP00000022487
ENSDARP00000022487 7  6-163
ENSDARP00000022487 8  7-137
ENSDARP00000022487 9  7-137
ENSDARP00000022487 13  7-137
ENSDARP00000022487 17  7-137
ENSDARP00000022487 18  7-137
ENSDARP00000022487 19  7-137
ENSDARP00000022487 21  7-137
ENSDARP00000022487 22  7-137
ENSDARP00000022487 23  7-137
ENSDARP00000022487 25  7-137
ENSDARP00000022487 26  7-137
ENSDARP00000022487 28  7-137
ENSDARP00000022487 29  7-137
ENSDARP00000022487 30  7-137
ENSDARP00000022487 31  7-137
ENSDARP00000022487 32  7-137
ENSDARP00000022487 33  7-137
ENSDARP00000022487 34  7-137
ENSDARP00000022487 36  7-137
ENSDARP00000022487 38  7-137
ENSDARP00000022487 39  7-137
ENSDARP00000022487 41  7-137
ENSDARP00000022487 42  7-137
ENSDARP00000022487 43  7-137
ENSDARP00000022487 44  7-137
ENSDARP00000022487 45  7-137
ENSDARP00000022487 46  7-137
ENSDARP00000022487 47  7-137
ENSDARP00000022487 48  7-137
ENSDARP00000022487 49  7-137
ENSDARP00000022487 50  7-137
ENSDARP00000022487 51  7-137
ENSDARP00000022487 52  7-137
ENSDARP00000022487 53  7-137
ENSDARP00000022487 54  7-137
ENSDARP00000022487 55  7-137
ENSDARP00000022487 57  7-137
ENSDARP00000022487 59  7-137
ENSDARP00000022487 60  7-137
ENSDARP00000022487 61  7-137
ENSDARP00000022487 62  7-137
ENSDARP00000022487 63  7-137
ENSDARP00000022487 64  7-137
ENSDARP00000022487 65  7-137
ENSDARP00000022487 68  7-137
ENSDARP00000022487 71  7-137
ENSDARP00000022487 73  7-137
ENSDARP00000022487 74  7-137
ENSDARP00000022487 75  7-137
ENSDARP00000022487 76  7-137
ENSDARP00000022487 77  7-137
ENSDARP00000022487 78  7-137
ENSDARP00000022487 79  7-137
ENSDARP00000022487 80  7-137
ENSDARP00000022487 81  7-137
ENSDARP00000022487 83  7-137
ENSDARP00000022487 84  7-137
ENSDARP00000022487 85  7-137
ENSDARP00000022487 86  7-137
ENSDARP00000022487 87  7-137
ENSDARP00000022487 88  7-137
ENSDARP00000022487 89  7-137
ENSDARP00000022487 90  7-137
ENSDARP00000022487 91  7-137
ENSDARP00000022487 92  7-137
ENSDARP00000022487 93  7-137
ENSDARP00000022487 94  7-137
ENSDARP00000022487 95  7-137
ENSDARP00000022487 96  7-137
ENSDARP00000022487 97  7-137
ENSDARP00000022487 98  7-137
ENSDARP00000022487 99  7-137
ENSDARP00000022487 100  7-137
ENSDARP00000022487 102  7-137
ENSDARP00000022487 103  7-137
ENSDARP00000022487 104  7-137
ENSDARP00000022487 106  7-137
ENSDARP00000022487 107  7-137
ENSDARP00000022487 108  7-137
ENSDARP00000022487 109  7-137
ENSDARP00000022487 110  7-137
ENSDARP00000022487 111  7-137
ENSDARP00000022487 114  7-137
ENSDARP00000022487 117  7-137
ENSDARP00000022487 119  7-137
ENSDARP00000022487 120  7-137
ENSDARP00000022487 122  7-137
ENSDARP00000022487 123  7-137
ENSDARP00000022487 124  7-137
ENSDARP00000022487 125  7-137
ENSDARP00000022487 127  7-137
ENSDARP00000022487 128  7-137
ENSDARP00000022487 129  7-137
ENSDARP00000022487 131  7-137
ENSDARP00000022487 132  7-137
ENSDARP00000022487 134  7-137
ENSDARP00000022487 135  7-137
ENSDARP00000022487 136  7-137
ENSDARP00000022487 138  11-334
ENSDARP00000022487 142  11-334
ENSDARP00000022487 143  11-334
ENSDARP00000022487 144  11-334
ENSDARP00000022487 145  11-334
ENSDARP00000022487 146  11-334
ENSDARP00000022487 147  11-334
ENSDARP00000022487 148  11-334
ENSDARP00000022487 149  11-334
ENSDARP00000022487 150  11-334
ENSDARP00000022487 151  11-334
ENSDARP00000022487 152  11-334
ENSDARP00000022487 154  11-334
ENSDARP00000022487 156  11-334
ENSDARP00000022487 157  11-334
ENSDARP00000022487 158  11-334
ENSDARP00000022487 159  11-334
ENSDARP00000022487 160  11-334
ENSDARP00000022487 162  11-334
ENSDARP00000022487 163  11-334
ENSDARP00000022487 172  11-334
ENSDARP00000022487 182  11-334
ENSDARP00000022487 183  11-334
ENSDARP00000022487 186  11-334
ENSDARP00000022487 187  11-334
ENSDARP00000022487 190  11-334
ENSDARP00000022487 191  11-334
ENSDARP00000022487 193  11-334
ENSDARP00000022487 205  11-334
ENSDARP00000022487 206  11-334
ENSDARP00000022487 207  11-334
ENSDARP00000022487 223  11-334
ENSDARP00000022487 224  11-334
ENSDARP00000022487 240  226-264
ENSDARP00000022487 241  226-264
ENSDARP00000022487 242  226-264
ENSDARP00000022487 243  226-264
ENSDARP00000022487 244  226-264
ENSDARP00000022487 245  226-264
ENSDARP00000022487 246  226-264
ENSDARP00000022487 247  226-264
ENSDARP00000022487 248  226-264
ENSDARP00000022487 249  226-264
ENSDARP00000022487 250  226-264
ENSDARP00000022487 251  226-264
ENSDARP00000022487 252  226-264
ENSDARP00000022487 253  226-264
ENSDARP00000022487 254  226-264
ENSDARP00000022487 255  226-264
ENSDARP00000022487 256  226-264
ENSDARP00000022487 257  226-264
ENSDARP00000022487 258  226-264
ENSDARP00000022487 259  226-264
ENSDARP00000022487 260  226-264
ENSDARP00000022487 261  226-264
ENSDARP00000022487 263  226-264
ENSDARP00000022487 267  11-334
ENSDARP00000022487 269  11-334
ENSDARP00000022487 270  11-334
ENSDARP00000022487 273  11-334
ENSDARP00000022487 274  11-334
ENSDARP00000022487 280  11-334
ENSDARP00000022487 282  11-334
ENSDARP00000022487 283  11-334
ENSDARP00000022487 284  11-334
ENSDARP00000022487 288  11-334
ENSDARP00000022487 314  305-334
ENSDARP00000022487 315  305-334
ENSDARP00000022487 316  305-334
ENSDARP00000022487 317  305-334
ENSDARP00000022487 318  305-334
ENSDARP00000022487 319  305-334
ENSDARP00000022487 320  305-334
ENSDARP00000022487 321  305-334
ENSDARP00000022487 322  305-334
ENSDARP00000022487 323  305-334
ENSDARP00000022487 324  305-334
ENSDARP00000022487 326  305-334
ENSDARP00000022487 327  305-334
ENSDARP00000022487 329  305-334
ENSDARP00000022487 330  305-334
ENSDARP00000022487 331  305-334
ENSDARP00000022487 333  305-334
ENSDARP00000022487 334  302-419
ENSDARP00000022487 335  302-419
ENSDARP00000022487 336  302-419
ENSDARP00000022487 337  302-419
ENSDARP00000022487 338  302-419
ENSDARP00000022487 339  302-419
ENSDARP00000022487 340  302-419
ENSDARP00000022487 341  302-419
ENSDARP00000022487 342  302-419
ENSDARP00000022487 343  302-419
ENSDARP00000022487 344  302-419
ENSDARP00000022487 345  302-419
ENSDARP00000022487 346  302-419
ENSDARP00000022487 347  302-419
ENSDARP00000022487 348  302-419
ENSDARP00000022487 349  302-419
ENSDARP00000022487 350  302-419
ENSDARP00000022487 351  302-419
ENSDARP00000022487 352  302-419
ENSDARP00000022487 353  302-419
ENSDARP00000022487 354  302-419
ENSDARP00000022487 355  302-419
ENSDARP00000022487 356  302-419
ENSDARP00000022487 357  302-419
ENSDARP00000022487 362  302-419
ENSDARP00000022487 366  302-419
ENSDARP00000022487 369  302-419
ENSDARP00000022487 371  302-419
ENSDARP00000022487 372  302-419
ENSDARP00000022487 374  302-419
ENSDARP00000022487 376  302-419
ENSDARP00000022487 378  302-419
ENSDARP00000022487 379  302-419
ENSDARP00000022487 381  302-419
ENSDARP00000022487 382  302-419
ENSDARP00000022487 383  302-419
ENSDARP00000022487 384  302-419
ENSDARP00000022487 386  302-419
ENSDARP00000022487 387  302-419
ENSDARP00000022487 388  302-419
ENSDARP00000022487 389  302-419
ENSDARP00000022487 390  302-419
ENSDARP00000022487 391  302-419
ENSDARP00000022487 392  302-419
ENSDARP00000022487 393  302-419
ENSDARP00000022487 394  302-419
ENSDARP00000022487 395  302-419
ENSDARP00000022487 396  302-419
ENSDARP00000022487 397  302-419
ENSDARP00000022487 398  302-419
ENSDARP00000022487 399  302-419
ENSDARP00000022487 400  302-419
ENSDARP00000022487 402  302-419
ENSDARP00000022487 403  302-419
ENSDARP00000022487 404  302-419
ENSDARP00000022487 405  302-419
ENSDARP00000022487 406  302-419
ENSDARP00000022487 407  302-419
ENSDARP00000022487 408  302-419
ENSDARP00000022487 409  302-419
ENSDARP00000022487 410  302-419
ENSDARP00000022487 411  302-419
ENSDARP00000022487 412  302-419
ENSDARP00000022487 413  302-419
ENSDARP00000022487 414  302-419
ENSDARP00000022487 416  302-419
ENSDARP00000022487 417  302-419
ENSDARP00000022487 418  302-419
:ENSDARG00000005612_0.txt  ---total Length:278 ---#hits =19 R: 4 NR: 12 ENSDARP00000011743
ENSDARP00000011743 58  2-239
ENSDARP00000011743 59  2-239
ENSDARP00000011743 61  2-239
ENSDARP00000011743 63  2-239
ENSDARP00000011743 65  2-239
ENSDARP00000011743 66  2-239
ENSDARP00000011743 68  2-239
ENSDARP00000011743 71  2-239
ENSDARP00000011743 78  2-239
ENSDARP00000011743 83  2-239
ENSDARP00000011743 103  2-239
ENSDARP00000011743 106  2-239
ENSDARP00000011743 107  2-239
ENSDARP00000011743 111  2-239
ENSDARP00000011743 117  2-239
ENSDARP00000011743 237  2-239
ENSDARP00000011743 239  2-258
ENSDARP00000011743 245  2-258
ENSDARP00000011743 247  2-258
:ENSDARG00000005612_1.txt  ---total Length:278 ---#hits =20 R: 4 NR: 12 ENSDARP00000011743
ENSDARP00000011743 58  2-239
ENSDARP00000011743 59  2-239
ENSDARP00000011743 61  2-239
ENSDARP00000011743 63  2-239
ENSDARP00000011743 65  2-239
ENSDARP00000011743 66  2-239
ENSDARP00000011743 68  2-239
ENSDARP00000011743 71  2-239
ENSDARP00000011743 78  2-239
ENSDARP00000011743 83  2-239
ENSDARP00000011743 103  2-239
ENSDARP00000011743 106  2-239
ENSDARP00000011743 107  2-239
ENSDARP00000011743 112  2-239
ENSDARP00000011743 113  2-239
ENSDARP00000011743 117  2-239
ENSDARP00000011743 237  2-239
ENSDARP00000011743 239  2-258
ENSDARP00000011743 245  2-258
ENSDARP00000011743 247  2-258
:ENSDARG00000005645_40.txt  ---total Length:1534 ---#hits =93 R: 10 NR: 11 ENSDARP00000003540
ENSDARP00000003540 69  28-73
ENSDARP00000003540 71  28-73
ENSDARP00000003540 100  44-118
ENSDARP00000003540 102  44-118
ENSDARP00000003540 105  44-118
ENSDARP00000003540 107  105-111
ENSDARP00000003540 113  44-118
ENSDARP00000003540 116  44-118
ENSDARP00000003540 122  38-130
ENSDARP00000003540 126  38-130
ENSDARP00000003540 174  156-218
ENSDARP00000003540 179  156-218
ENSDARP00000003540 197  156-218
ENSDARP00000003540 209  156-218
ENSDARP00000003540 210  156-218
ENSDARP00000003540 211  156-218
ENSDARP00000003540 212  156-218
ENSDARP00000003540 310  219-313
ENSDARP00000003540 313  226-320
ENSDARP00000003540 402  314-409
ENSDARP00000003540 413  4-994
ENSDARP00000003540 417  4-994
ENSDARP00000003540 434  417-512
ENSDARP00000003540 449  417-512
ENSDARP00000003540 462  417-512
ENSDARP00000003540 476  417-512
ENSDARP00000003540 478  417-512
ENSDARP00000003540 506  417-512
ENSDARP00000003540 525  518-620
ENSDARP00000003540 547  518-620
ENSDARP00000003540 551  518-620
ENSDARP00000003540 581  518-620
ENSDARP00000003540 613  518-620
ENSDARP00000003540 643  639-719
ENSDARP00000003540 675  643-730
ENSDARP00000003540 676  643-730
ENSDARP00000003540 714  643-730
ENSDARP00000003540 718  643-730
ENSDARP00000003540 720  643-730
ENSDARP00000003540 721  643-730
ENSDARP00000003540 722  643-730
ENSDARP00000003540 739  731-832
ENSDARP00000003540 787  731-832
ENSDARP00000003540 801  731-832
ENSDARP00000003540 913  4-994
ENSDARP00000003540 928  4-994
ENSDARP00000003540 933  4-994
ENSDARP00000003540 936  4-994
ENSDARP00000003540 945  4-994
ENSDARP00000003540 987  4-994
ENSDARP00000003540 1069  1063-1245
ENSDARP00000003540 1071  1063-1245
ENSDARP00000003540 1078  1063-1245
ENSDARP00000003540 1120  1063-1245
ENSDARP00000003540 1123  1063-1245
ENSDARP00000003540 1154  1063-1245
ENSDARP00000003540 1162  1063-1245
ENSDARP00000003540 1163  1063-1245
ENSDARP00000003540 1216  1063-1245
ENSDARP00000003540 1223  1063-1245
ENSDARP00000003540 1227  1063-1245
ENSDARP00000003540 1236  1063-1245
ENSDARP00000003540 1285  1274-1347
ENSDARP00000003540 1288  1274-1347
ENSDARP00000003540 1289  1274-1347
ENSDARP00000003540 1292  1274-1347
ENSDARP00000003540 1295  1274-1347
ENSDARP00000003540 1296  1274-1347
ENSDARP00000003540 1298  1274-1347
ENSDARP00000003540 1306  1274-1347
ENSDARP00000003540 1317  1274-1347
ENSDARP00000003540 1320  1274-1347
ENSDARP00000003540 1322  1274-1347
ENSDARP00000003540 1326  1274-1347
:ENSDARG00000005645_41.txt  ---total Length:1526 ---#hits =82 R: 10 NR: 11 ENSDARP00000003540
ENSDARP00000003540 69  28-73
ENSDARP00000003540 71  28-73
ENSDARP00000003540 100  44-118
ENSDARP00000003540 102  44-118
ENSDARP00000003540 105  44-118
ENSDARP00000003540 107  105-111
ENSDARP00000003540 113  44-118
ENSDARP00000003540 116  44-118
ENSDARP00000003540 122  38-130
ENSDARP00000003540 126  38-130
ENSDARP00000003540 174  156-218
ENSDARP00000003540 197  156-218
ENSDARP00000003540 209  156-218
ENSDARP00000003540 210  156-218
ENSDARP00000003540 211  156-218
ENSDARP00000003540 310  219-313
ENSDARP00000003540 313  226-320
ENSDARP00000003540 402  314-409
ENSDARP00000003540 434  417-512
ENSDARP00000003540 449  417-512
ENSDARP00000003540 476  417-512
ENSDARP00000003540 478  417-512
ENSDARP00000003540 506  417-512
ENSDARP00000003540 525  518-620
ENSDARP00000003540 547  518-620
ENSDARP00000003540 551  518-620
ENSDARP00000003540 581  518-620
ENSDARP00000003540 613  518-620
ENSDARP00000003540 675  643-730
ENSDARP00000003540 676  643-730
ENSDARP00000003540 714  643-730
ENSDARP00000003540 718  643-730
ENSDARP00000003540 720  643-730
ENSDARP00000003540 721  643-730
ENSDARP00000003540 722  643-730
ENSDARP00000003540 739  731-832
ENSDARP00000003540 787  731-832
ENSDARP00000003540 924  4-994
ENSDARP00000003540 929  4-994
ENSDARP00000003540 932  4-994
ENSDARP00000003540 941  4-994
ENSDARP00000003540 983  4-994
ENSDARP00000003540 985  4-994
ENSDARP00000003540 1065  1063-1245
ENSDARP00000003540 1067  1063-1245
ENSDARP00000003540 1074  1063-1245
ENSDARP00000003540 1116  1063-1245
ENSDARP00000003540 1150  1063-1245
ENSDARP00000003540 1158  1063-1245
ENSDARP00000003540 1159  1063-1245
ENSDARP00000003540 1213  1063-1245
ENSDARP00000003540 1220  1063-1245
ENSDARP00000003540 1224  1063-1245
ENSDARP00000003540 1233  1063-1245
ENSDARP00000003540 1282  1274-1347
ENSDARP00000003540 1285  1274-1347
ENSDARP00000003540 1286  1274-1347
ENSDARP00000003540 1289  1274-1347
ENSDARP00000003540 1292  1274-1347
ENSDARP00000003540 1293  1274-1347
ENSDARP00000003540 1295  1274-1347
:ENSDARG00000005645_44.txt  ---total Length:1535 ---#hits =93 R: 10 NR: 11 ENSDARP00000003540
ENSDARP00000003540 70  28-73
ENSDARP00000003540 72  28-73
ENSDARP00000003540 101  44-118
ENSDARP00000003540 103  44-118
ENSDARP00000003540 106  105-111
ENSDARP00000003540 108  105-111
ENSDARP00000003540 114  44-118
ENSDARP00000003540 117  44-118
ENSDARP00000003540 123  38-130
ENSDARP00000003540 127  38-130
ENSDARP00000003540 175  156-218
ENSDARP00000003540 180  156-218
ENSDARP00000003540 198  156-218
ENSDARP00000003540 210  156-218
ENSDARP00000003540 211  156-218
ENSDARP00000003540 212  156-218
ENSDARP00000003540 213  156-218
ENSDARP00000003540 311  219-313
ENSDARP00000003540 314  226-320
ENSDARP00000003540 403  314-409
ENSDARP00000003540 414  4-994
ENSDARP00000003540 418  417-512
ENSDARP00000003540 435  417-512
ENSDARP00000003540 450  417-512
ENSDARP00000003540 463  417-512
ENSDARP00000003540 477  417-512
ENSDARP00000003540 479  417-512
ENSDARP00000003540 507  417-512
ENSDARP00000003540 526  518-620
ENSDARP00000003540 548  518-620
ENSDARP00000003540 552  518-620
ENSDARP00000003540 582  518-620
ENSDARP00000003540 614  518-620
ENSDARP00000003540 644  643-730
ENSDARP00000003540 676  643-730
ENSDARP00000003540 677  643-730
ENSDARP00000003540 715  643-730
ENSDARP00000003540 719  643-730
ENSDARP00000003540 721  643-730
ENSDARP00000003540 722  643-730
ENSDARP00000003540 723  643-730
ENSDARP00000003540 740  731-832
ENSDARP00000003540 788  731-832
ENSDARP00000003540 802  731-832
ENSDARP00000003540 914  4-994
ENSDARP00000003540 929  4-994
ENSDARP00000003540 934  4-994
ENSDARP00000003540 937  4-994
ENSDARP00000003540 946  4-994
ENSDARP00000003540 988  4-994
ENSDARP00000003540 1070  1063-1245
ENSDARP00000003540 1072  1063-1245
ENSDARP00000003540 1079  1063-1245
ENSDARP00000003540 1121  1063-1245
ENSDARP00000003540 1124  1063-1245
ENSDARP00000003540 1155  1063-1245
ENSDARP00000003540 1163  1063-1245
ENSDARP00000003540 1164  1063-1245
ENSDARP00000003540 1217  1063-1245
ENSDARP00000003540 1224  1063-1245
ENSDARP00000003540 1228  1063-1245
ENSDARP00000003540 1237  1063-1245
ENSDARP00000003540 1286  1274-1347
ENSDARP00000003540 1289  1274-1347
ENSDARP00000003540 1290  1274-1347
ENSDARP00000003540 1293  1274-1347
ENSDARP00000003540 1296  1274-1347
ENSDARP00000003540 1297  1274-1347
ENSDARP00000003540 1299  1274-1347
ENSDARP00000003540 1307  1274-1347
ENSDARP00000003540 1318  1274-1347
ENSDARP00000003540 1321  1274-1347
ENSDARP00000003540 1323  1274-1347
ENSDARP00000003540 1333  1274-1347
:ENSDARG00000005645_45.txt  ---total Length:1530 ---#hits =82 R: 10 NR: 11 ENSDARP00000003540
ENSDARP00000003540 73  44-118
ENSDARP00000003540 75  44-118
ENSDARP00000003540 104  44-118
ENSDARP00000003540 106  105-111
ENSDARP00000003540 109  105-111
ENSDARP00000003540 111  44-118
ENSDARP00000003540 117  44-118
ENSDARP00000003540 120  38-130
ENSDARP00000003540 126  38-130
ENSDARP00000003540 130  4-994
ENSDARP00000003540 178  156-218
ENSDARP00000003540 201  156-218
ENSDARP00000003540 213  156-218
ENSDARP00000003540 214  156-218
ENSDARP00000003540 215  156-218
ENSDARP00000003540 314  226-320
ENSDARP00000003540 317  314-409
ENSDARP00000003540 406  314-409
ENSDARP00000003540 438  417-512
ENSDARP00000003540 453  417-512
ENSDARP00000003540 480  417-512
ENSDARP00000003540 482  417-512
ENSDARP00000003540 510  417-512
ENSDARP00000003540 529  518-620
ENSDARP00000003540 551  518-620
ENSDARP00000003540 555  518-620
ENSDARP00000003540 585  518-620
ENSDARP00000003540 617  518-620
ENSDARP00000003540 679  643-730
ENSDARP00000003540 680  643-730
ENSDARP00000003540 718  643-730
ENSDARP00000003540 722  643-730
ENSDARP00000003540 724  643-730
ENSDARP00000003540 725  643-730
ENSDARP00000003540 726  643-730
ENSDARP00000003540 743  731-832
ENSDARP00000003540 791  731-832
ENSDARP00000003540 928  4-994
ENSDARP00000003540 933  4-994
ENSDARP00000003540 936  4-994
ENSDARP00000003540 945  4-994
ENSDARP00000003540 987  4-994
ENSDARP00000003540 989  4-994
ENSDARP00000003540 1069  1063-1245
ENSDARP00000003540 1071  1063-1245
ENSDARP00000003540 1078  1063-1245
ENSDARP00000003540 1120  1063-1245
ENSDARP00000003540 1154  1063-1245
ENSDARP00000003540 1162  1063-1245
ENSDARP00000003540 1163  1063-1245
ENSDARP00000003540 1217  1063-1245
ENSDARP00000003540 1224  1063-1245
ENSDARP00000003540 1228  1063-1245
ENSDARP00000003540 1237  1063-1245
ENSDARP00000003540 1286  1274-1347
ENSDARP00000003540 1289  1274-1347
ENSDARP00000003540 1290  1274-1347
ENSDARP00000003540 1293  1274-1347
ENSDARP00000003540 1296  1274-1347
ENSDARP00000003540 1297  1274-1347
ENSDARP00000003540 1299  1274-1347
:ENSDARG00000005645_56.txt  ---total Length:1533 ---#hits =95 R: 10 NR: 11 ENSDARP00000003540
ENSDARP00000003540 73  44-118
ENSDARP00000003540 75  44-118
ENSDARP00000003540 78  44-118
ENSDARP00000003540 81  44-118
ENSDARP00000003540 88  44-118
ENSDARP00000003540 90  44-118
ENSDARP00000003540 104  44-118
ENSDARP00000003540 106  105-111
ENSDARP00000003540 109  105-111
ENSDARP00000003540 111  44-118
ENSDARP00000003540 117  44-118
ENSDARP00000003540 120  38-130
ENSDARP00000003540 126  38-130
ENSDARP00000003540 130  4-994
ENSDARP00000003540 178  156-218
ENSDARP00000003540 183  156-218
ENSDARP00000003540 201  156-218
ENSDARP00000003540 213  156-218
ENSDARP00000003540 214  156-218
ENSDARP00000003540 215  156-218
ENSDARP00000003540 216  156-218
ENSDARP00000003540 314  226-320
ENSDARP00000003540 317  314-409
ENSDARP00000003540 406  314-409
ENSDARP00000003540 417  4-994
ENSDARP00000003540 421  417-512
ENSDARP00000003540 438  417-512
ENSDARP00000003540 453  417-512
ENSDARP00000003540 466  417-512
ENSDARP00000003540 480  417-512
ENSDARP00000003540 482  417-512
ENSDARP00000003540 510  417-512
ENSDARP00000003540 529  518-620
ENSDARP00000003540 551  518-620
ENSDARP00000003540 555  518-620
ENSDARP00000003540 585  518-620
ENSDARP00000003540 617  518-620
ENSDARP00000003540 647  643-730
ENSDARP00000003540 679  643-730
ENSDARP00000003540 680  643-730
ENSDARP00000003540 718  643-730
ENSDARP00000003540 722  643-730
ENSDARP00000003540 724  643-730
ENSDARP00000003540 725  643-730
ENSDARP00000003540 726  643-730
ENSDARP00000003540 743  731-832
ENSDARP00000003540 791  731-832
ENSDARP00000003540 805  731-832
ENSDARP00000003540 914  4-994
ENSDARP00000003540 929  4-994
ENSDARP00000003540 934  4-994
ENSDARP00000003540 937  4-994
ENSDARP00000003540 946  4-994
ENSDARP00000003540 988  4-994
ENSDARP00000003540 1070  1063-1245
ENSDARP00000003540 1072  1063-1245
ENSDARP00000003540 1079  1063-1245
ENSDARP00000003540 1121  1063-1245
ENSDARP00000003540 1124  1063-1245
ENSDARP00000003540 1155  1063-1245
ENSDARP00000003540 1163  1063-1245
ENSDARP00000003540 1164  1063-1245
ENSDARP00000003540 1218  1063-1245
ENSDARP00000003540 1225  1063-1245
